model_08,displ_08,cyl_08,trans_08,drive_08,fuel_08,veh_class_08,air_pollut_08,city_mpg_08,hwy_mpg_08,cmb_mpg_08,greenhouse_08,smartway_08,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
CHEVROLET Malibu,3.5,6.0,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6.0,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7.0,Yes
CHEVROLET Malibu,3.5,6.0,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6.0,yes,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10.0,Yes
CHEVROLET Malibu,3.5,6.0,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6.0,yes,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5.0,No
CHEVROLET Malibu,2.4,4.0,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7.0,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7.0,Yes
CHEVROLET Malibu,2.4,4.0,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7.0,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7.0,Yes
CHEVROLET Malibu,2.4,4.0,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7.0,yes,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10.0,Yes
CHEVROLET Malibu,2.4,4.0,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7.0,yes,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5.0,No
CHEVROLET Malibu,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7.0,Yes
CHEVROLET Malibu,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7.0,Yes
CHEVROLET Malibu,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10.0,Yes
CHEVROLET Malibu,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3.0,15.0,19.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,18.0,24.0,20.0,4.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5.0,12.0,16.0,14.0,4.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5.0,12.0,15.0,13.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5.0,18.0,24.0,20.0,4.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5.0,17.0,22.0,19.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3.0,16.0,23.0,19.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3.0,15.0,19.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,18.0,24.0,20.0,4.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5.0,12.0,16.0,14.0,4.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5.0,12.0,15.0,13.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5.0,18.0,24.0,20.0,4.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5.0,17.0,22.0,19.0,3.0,No
CHEVROLET Silverado 15,4.3,6.0,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3.0,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3.0,16.0,23.0,19.0,3.0,No
CHEVROLET Tahoe 1500,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No
CHEVROLET Tahoe 1500,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3.0,No
CHEVROLET Tahoe 1500,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No
CHEVROLET Tahoe 1500,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
CHEVROLET Tahoe 1500,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3.0,12.0,17.0,14.0,3.0,No
CHEVROLET Tahoe 1500,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3.0,11.0,16.0,13.0,3.0,No
CHEVROLET Tahoe 1500,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3.0,16.0,23.0,19.0,3.0,No
CHEVROLET Tahoe 1500,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3.0,16.0,22.0,18.0,3.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
CHRYSLER 300,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
CHRYSLER 300,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
CHRYSLER 300,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
CHRYSLER 300,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
CHRYSLER 300,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER 300,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
CHRYSLER 300,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
CHRYSLER 300,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
CHRYSLER 300,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER 300,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER Pacifica,3.8,6.0,Auto-L4,2WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,18.0,28.0,22.0,4.0,No
CHRYSLER Pacifica,3.8,6.0,Auto-L4,2WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5.0,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,19.0,28.0,22.0,4.0,No
CHRYSLER Pacifica,4.0,6.0,Auto-L6,2WD,Gasoline,SUV,7.0,15.0,23.0,17.0,4.0,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,18.0,28.0,22.0,4.0,No
CHRYSLER Pacifica,4.0,6.0,Auto-L6,2WD,Gasoline,SUV,7.0,15.0,23.0,17.0,4.0,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,19.0,28.0,22.0,4.0,No
CHRYSLER Pacifica,4.0,6.0,Auto-L6,4WD,Gasoline,SUV,7.0,14.0,22.0,17.0,4.0,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,18.0,28.0,22.0,4.0,No
CHRYSLER Pacifica,4.0,6.0,Auto-L6,4WD,Gasoline,SUV,7.0,14.0,22.0,17.0,4.0,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,19.0,28.0,22.0,4.0,No
DODGE Challenger,6.1,8.0,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3.0,no,DODGE Challenger,3.6,6.0,Auto-8,2WD,Gasoline,midsize car,3.0,19.0,30.0,23.0,5.0,No
DODGE Challenger,6.1,8.0,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3.0,no,DODGE Challenger,5.7,8.0,Auto-8,2WD,Gasoline,midsize car,3.0,16.0,25.0,19.0,3.0,No
DODGE Challenger,6.1,8.0,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3.0,no,DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,midsize car,1.0,15.0,23.0,18.0,3.0,No
DODGE Challenger,6.1,8.0,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3.0,no,DODGE Challenger,6.4,8.0,Auto-8,2WD,Gasoline,midsize car,1.0,15.0,25.0,18.0,3.0,No
DODGE Challenger,6.1,8.0,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3.0,no,DODGE Challenger,6.4,8.0,Man-6,2WD,Gasoline,midsize car,1.0,14.0,23.0,17.0,3.0,No
DODGE Charger,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
DODGE Charger,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No
DODGE Charger,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
DODGE Charger,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
DODGE Charger,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No
DODGE Charger,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
